task_id,plan_id,bucket_id,assignee_ids,title,description,status,priority,due_date,tags,checklist,comments,attachments
t598,p043,b202,u150,Review payment service architecture — Platform Cleanup Sprint — Build Tooling,Review the Redis configuration across production and propose adjustments.,in progress,1,2026-06-16,,[],[],[]
t599,p037,b174,"u123,u163,u211",Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy — Product Roadmap Q3 — Workplace Suite (2),Review the Redis configuration across production and propose adjustments.,done,3,2026-06-15,,[],[],[]
t600,p032,b150,u227,Review payment service architecture — Cloud Migration Q4 — Wave 6 — Cost Tuning,Investigate why Next.js usage spiked last week and produce a write-up.,in progress,5,2026-07-28,"design-system,qa",[],[],[]
t601,p001,b001,u302,Map planner read-model projections for capacity model,Catalogue all planner.* read tables and identify hot paths for the Q3 capacity model.,todo,3,2026-06-07,"infrastructure,backend,review",[],[],[]
t602,p002,b006,"u302,u003",Wire shared-ui tokens into planner shell,Adopt the new shared-ui design tokens across the planner shell entry points.,in progress,5,2026-06-12,"frontend,design-system,backend-collab",[],[],[]
t603,p005,b023,u302,Prototype event replay for evaluation pipeline,Build a small CLI that replays core.events into the eval pipeline to backfill metrics.,todo,5,2026-06-20,"ai,backend,events",[],[],[]
t604,p007,b030,u302,Audit planner.tasks index coverage for Q3 traffic,Run pg_stat_statements analysis on planner.tasks queries and propose new indexes.,todo,1,2026-06-03,"backend,postgres,performance",[],[],[]
t605,p011,b050,"u302,u236",Threat model planner write surface,Walk the planner write paths and document threats / mitigations against STRIDE.,in progress,3,2026-06-15,"security,backend,review",[],[],[]
t606,p014,b065,u302,Refactor planner outbox emitter for batched events,Replace per-event emit calls in planner with batched emitMany under withEmit.,in progress,5,2026-06-18,"backend,events,refactor",[],[],[]
t607,p020,b093,u302,Document planner LISTEN/NOTIFY fallback poll behaviour,Write the runbook describing what happens when LISTEN/NOTIFY drops events.,todo,5,2026-06-25,"backend,documentation,operations",[],[],[]
t608,p022,b103,u302,Propose roadmap item: planner offline queue,Draft a product brief for an offline-capable task queue with conflict resolution.,todo,5,2026-07-02,"product,backend,roadmap",[],[],[]
t609,p031,b146,u302,Remove unused planner DTO compat shims,Drop the v1→v2 DTO bridge layer now that all clients are on v2.,todo,5,2026-06-22,"backend,cleanup,refactor",[],[],[]
t610,p037,b174,u302,Spec for planner per-user task feed v2,Spec the new my-tasks feed including cursor pagination and read-time filters.,in progress,3,2026-06-28,"product,backend,spec",[],[],[]
t611,p041,b192,u302,Investigate p99 latency spikes in planner.list_tasks,Trace the planner.list_tasks endpoint during last week's spike and write up findings.,in progress,1,2026-06-05,"backend,performance,reliability",[],[],[]
t612,p044,b206,u302,Verify planner migrations under partition rotation,Run all open planner migrations through a partition-rotation rehearsal.,todo,3,2026-06-30,"backend,infrastructure,migrations",[],[],[]
t613,p047,b223,u302,Backend support for mobile offline sync envelope,Add server-side support for the offline sync envelope the mobile team designed.,todo,3,2026-07-05,"backend,mobile,api",[],[],[]
t614,p049,b232,u302,Backend hooks for AI suggestion replay,Expose backend hooks so the AI eval harness can replay suggestion sessions.,todo,5,2026-07-08,"backend,ai,events",[],[],[]
t615,p001,b001,u302,Done: AWS account inventory script,Wrote and merged the account inventory script used as input to the Q2 review.,done,5,2026-05-15,"infrastructure,aws,scripting",[],[],[]
